app_id,ccu,owners,avg_playtime_min,ccu_at_1yr,ccu_peak
523770,0,"100,000 .. 200,000",0,2.0,32.0
1154830,0,"20,000 .. 50,000",0,2.0,47.0
1675900,0,"0 .. 20,000",374,259.0,23365.0
1240060,0,"20,000 .. 50,000",263,18.0,68.0
979310,0,"50,000 .. 100,000",0,2.0,31.0
1620720,0,"20,000 .. 50,000",119,3.0,22.0
1585440,0,"20,000 .. 50,000",708,10.0,68.0
536280,0,"500,000 .. 1,000,000",391,6.0,539.0
1154670,0,"100,000 .. 200,000",50,1.0,108.0
1318970,0,"0 .. 20,000",284,3.0,25.0
1529550,0,"0 .. 20,000",163,1.0,47.0
1966420,0,"0 .. 20,000",220,8.0,82.0
3270520,0,"0 .. 20,000",0,0.0,1.0
2211280,0,"0 .. 20,000",180,66.0,134.0
1401400,0,"0 .. 20,000",0,4.0,23.0
1299360,0,"50,000 .. 100,000",352,8.0,172.0
1293910,0,"20,000 .. 50,000",222,2.0,28.0
2527580,0,"0 .. 20,000",0,4.0,24.0
1453790,0,"50,000 .. 100,000",432,13.0,151.0
1258220,0,"20,000 .. 50,000",0,5.0,47.0
1727180,0,"0 .. 20,000",196,3.0,54.0
2024390,0,"0 .. 20,000",617,7.0,46.0
945740,0,"20,000 .. 50,000",120,1.0,27.0
2089830,0,"0 .. 20,000",193,1.0,38.0
1062340,0,"20,000 .. 50,000",0,11.0,864.0
1342620,0,"200,000 .. 500,000",116,13.0,296.0
1098292,0,"500,000 .. 1,000,000",0,,
1249110,0,"20,000 .. 50,000",13,7.0,28.0
3070400,0,"20,000 .. 50,000",0,0.0,1.0
1569220,0,"0 .. 20,000",0,0.0,16.0
2357570,0,"0 .. 20,000",4119,56695.0,164636.0
1436920,0,"0 .. 20,000",27,4.0,24.0
1947210,0,"20,000 .. 50,000",0,0.0,0.0
2933620,0,"0 .. 20,000",0,1.0,2.0
1755030,0,"20,000 .. 50,000",0,3.0,15.0
1507790,0,"0 .. 20,000",0,0.0,15.0
1649340,0,"0 .. 20,000",0,0.0,0.0
2324650,0,"0 .. 20,000",129,99.0,1916.0
2074920,0,"0 .. 20,000",2947,15047.0,264860.0
2600140,0,"0 .. 20,000",0,23.0,362.0
1094540,0,"100,000 .. 200,000",84,6.0,55.0
962700,0,"0 .. 20,000",0,3.0,25.0
1383700,0,"0 .. 20,000",0,3.0,8.0
1125330,0,"20,000 .. 50,000",224,4.0,76.0
1064840,0,"20,000 .. 50,000",0,2.0,27.0
1220370,0,"20,000 .. 50,000",53,1.0,24.0
1321070,0,"50,000 .. 100,000",208,11.0,125.0
2073850,0,"0 .. 20,000",1425,21094.0,242399.0
2685090,0,"0 .. 20,000",0,3.0,35.0
2160480,0,"20,000 .. 50,000",163,12.0,212.0
2784620,0,"0 .. 20,000",136,5.0,48.0
2076820,0,"0 .. 20,000",0,0.0,0.0
2632930,0,"100,000 .. 200,000",0,2.0,37.0
1239950,0,"0 .. 20,000",0,1.0,28.0
874040,0,"0 .. 20,000",53,6.0,46.0
1674920,0,"20,000 .. 50,000",112,59.0,113.0
1311070,0,"200,000 .. 500,000",435,21.0,149.0
1122700,0,"0 .. 20,000",34,1.0,8.0
1189800,0,"100,000 .. 200,000",1347,9.0,828.0
1522140,0,"0 .. 20,000",0,1.0,22.0
2278790,0,"0 .. 20,000",242,4.0,28.0
1155460,0,"0 .. 20,000",64,4.0,19.0
1308880,0,"20,000 .. 50,000",0,2.0,11.0
2225070,0,"0 .. 20,000",816,2161.0,21864.0
1506440,0,"0 .. 20,000",469,7.0,66.0
1211930,0,"0 .. 20,000",288,3.0,22.0
1068600,0,"0 .. 20,000",87,3.0,9.0
894620,0,"0 .. 20,000",868,2.0,10.0
935570,0,"0 .. 20,000",0,6.0,38.0
925570,0,"200,000 .. 500,000",278,22.0,178.0
1022710,0,"0 .. 20,000",472,4.0,85.0
2534370,0,"0 .. 20,000",0,6.0,42.0
831050,0,"0 .. 20,000",48,6.0,101.0
1417880,0,"100,000 .. 200,000",1406,1.0,68.0
1451120,0,"20,000 .. 50,000",41,0.0,9.0
2519060,0,"0 .. 20,000",0,0.0,3.0
957710,0,"50,000 .. 100,000",270,3.0,143.0
2008420,0,"0 .. 20,000",0,2.0,27.0
1911800,0,"0 .. 20,000",0,1.0,6.0
1337920,0,"50,000 .. 100,000",217,19.0,131.0
1426900,0,"0 .. 20,000",0,1.0,5.0
1129920,0,"20,000 .. 50,000",0,4.0,15.0
1696220,0,"20,000 .. 50,000",582,6.0,27.0
1234180,0,"0 .. 20,000",463,1.0,14.0
589670,0,"20,000 .. 50,000",31,5.0,40.0
1048740,0,"0 .. 20,000",176,11.0,15.0
1329810,0,"0 .. 20,000",0,1.0,2.0
1295790,0,"0 .. 20,000",59,2.0,15.0
1962663,0,"0 .. 20,000",0,,
1079830,0,"20,000 .. 50,000",70,7.0,299.0
2141910,0,"0 .. 20,000",3130,9202.0,17989.0
715380,0,"100,000 .. 200,000",49,12.0,157.0
451310,0,"0 .. 20,000",98,2.0,9.0
2195140,0,"0 .. 20,000",0,2.0,16.0
1205430,0,"0 .. 20,000",0,0.0,0.0
1188900,0,"20,000 .. 50,000",6,1.0,6.0
1273750,0,"0 .. 20,000",542,4.0,19.0
1243890,0,"20,000 .. 50,000",96,7.0,100.0
1910600,0,"0 .. 20,000",61,5.0,58.0
2424110,0,"0 .. 20,000",537,13.0,31.0
2069180,0,"50,000 .. 100,000",10,5.0,151.0
1243690,0,"0 .. 20,000",37,3.0,19.0
3183850,0,"0 .. 20,000",0,0.0,0.0
1941410,0,"20,000 .. 50,000",103,4.0,35.0
1803840,0,"0 .. 20,000",0,2.0,5.0
1162280,0,"100,000 .. 200,000",43,4.0,22.0
1122100,0,"20,000 .. 50,000",68,5.0,45.0
1684400,0,"0 .. 20,000",76,2.0,25.0
917840,0,"20,000 .. 50,000",1603,17.0,66.0
2742010,0,"20,000 .. 50,000",0,0.0,4.0
1163060,0,"0 .. 20,000",926,3.0,14.0
1943420,0,"0 .. 20,000",110,0.0,22.0
1287310,0,"0 .. 20,000",0,4.0,38.0
1920100,0,"50,000 .. 100,000",0,8.0,77.0
1271400,0,"20,000 .. 50,000",76,3.0,39.0
2114300,0,"50,000 .. 100,000",0,0.0,18.0
1296980,0,"20,000 .. 50,000",0,1.0,8.0
1452500,0,"20,000 .. 50,000",1488,8.0,128.0
1597580,0,"0 .. 20,000",45,3.0,15.0
853050,0,"20,000 .. 50,000",328,6.0,24.0
975510,0,"20,000 .. 50,000",1247,26.0,66.0
1449850,0,"0 .. 20,000",5008,51018.0,262333.0
1220100,0,"0 .. 20,000",0,5.0,18.0
820540,0,"20,000 .. 50,000",189,4.0,44.0
1717410,0,"0 .. 20,000",5,5.0,15.0
1453900,0,"0 .. 20,000",515,3.0,65.0
1880470,0,"200,000 .. 500,000",804,4.0,147.0
1502080,0,"50,000 .. 100,000",29,7.0,43.0
1039100,0,"20,000 .. 50,000",91,2.0,35.0
1323540,0,"20,000 .. 50,000",0,0.0,9.0
1294880,0,"20,000 .. 50,000",60,2.0,19.0
1399690,0,"20,000 .. 50,000",0,2.0,50.0
1885750,0,"50,000 .. 100,000",148,4.0,44.0
1452070,0,"20,000 .. 50,000",24,4.0,40.0
837460,0,"0 .. 20,000",553,12.0,26.0
1546100,0,"0 .. 20,000",138,2.0,24.0
907670,0,"0 .. 20,000",76,2.0,10.0
1142390,0,"50,000 .. 100,000",241,13.0,92.0
1962660,0,"0 .. 20,000",0,1.0,2.0
2834910,0,"0 .. 20,000",613,57.0,90.0
1320230,0,"20,000 .. 50,000",0,1.0,8.0
1558930,0,"20,000 .. 50,000",183,5.0,42.0
1247570,0,"0 .. 20,000",0,1.0,29.0
1760330,0,"0 .. 20,000",0,4.0,31.0
600080,0,"20,000 .. 50,000",486,4.0,27.0
1053710,0,"50,000 .. 100,000",731,16.0,127.0
1547380,0,"20,000 .. 50,000",157,4.0,33.0
1508400,0,"50,000 .. 100,000",62,4.0,88.0
2229890,0,"0 .. 20,000",453,100.0,305.0
1851030,0,"0 .. 20,000",28,0.0,32.0
1406810,0,"0 .. 20,000",1152,9.0,54.0
1140100,0,"20,000 .. 50,000",184,7.0,29.0
2680190,0,"0 .. 20,000",203,3.0,5.0
2732960,0,"0 .. 20,000",496,1975.0,2332.0
1431850,0,"50,000 .. 100,000",1402,2.0,21.0
691790,0,"50,000 .. 100,000",0,3.0,83.0
2560250,0,"0 .. 20,000",0,0.0,0.0
1030060,0,"20,000 .. 50,000",158,1.0,11.0
1358840,0,"20,000 .. 50,000",0,2.0,44.0
1374970,0,"20,000 .. 50,000",496,27.0,269.0
1913160,0,"0 .. 20,000",0,1.0,2.0
2172860,0,"0 .. 20,000",0,0.0,0.0
651490,0,"0 .. 20,000",391,6.0,22.0
1034750,0,"0 .. 20,000",388,9.0,11.0
1573390,0,"0 .. 20,000",0,3.0,13.0
2079180,0,"0 .. 20,000",0,4.0,26.0
971030,0,"20,000 .. 50,000",40,8.0,184.0
966400,0,"0 .. 20,000",0,3.0,7.0
2905090,0,"0 .. 20,000",11,6.0,14.0
886060,0,"0 .. 20,000",21,1.0,16.0
1476170,0,"0 .. 20,000",23,2.0,22.0
2132540,0,"0 .. 20,000",100,2.0,9.0
1084990,0,"0 .. 20,000",0,2.0,12.0
1621990,0,"0 .. 20,000",657,17.0,250.0
1758910,0,"200,000 .. 500,000",0,1.0,5.0
1019310,0,"100,000 .. 200,000",228,16.0,245.0
1542110,0,"0 .. 20,000",7,,
1106830,0,"0 .. 20,000",325,5.0,25.0
1592320,0,"0 .. 20,000",0,0.0,7.0
1973310,0,"0 .. 20,000",319,2.0,25.0
1072190,0,"100,000 .. 200,000",178,20.0,268.0
1337100,0,"0 .. 20,000",22,3.0,56.0
1198590,0,"20,000 .. 50,000",0,2.0,23.0
1398100,0,"50,000 .. 100,000",114,2.0,28.0
1449320,0,"100,000 .. 200,000",197,14.0,46.0
1093290,0,"20,000 .. 50,000",404,38.0,89.0
1210490,0,"0 .. 20,000",0,1.0,23.0
2009450,0,"0 .. 20,000",79,4.0,38.0
1329790,0,"0 .. 20,000",163,5.0,54.0
1490340,0,"0 .. 20,000",0,2.0,30.0
1097790,0,"0 .. 20,000",2979,6.0,75.0
1172190,0,"0 .. 20,000",0,5.0,76.0
1419290,0,"0 .. 20,000",11,2.0,11.0
1094730,0,"20,000 .. 50,000",61,6.0,173.0
1150590,0,"100,000 .. 200,000",514,11.0,657.0
1210150,0,"50,000 .. 100,000",150,13.0,132.0
2005680,0,"0 .. 20,000",246,5.0,14.0
2429640,0,"0 .. 20,000",3344,24742.0,333393.0
1388260,0,"0 .. 20,000",0,0.0,0.0
1342260,0,"0 .. 20,000",243,21.0,538.0
2376270,0,"0 .. 20,000",0,1.0,2.0
1754000,0,"0 .. 20,000",0,0.0,0.0
1080450,0,"0 .. 20,000",13,2.0,16.0
1351000,0,"0 .. 20,000",194,2.0,128.0
1266680,0,"1,000,000 .. 2,000,000",80,2.0,13.0
1098170,0,"100,000 .. 200,000",157,4.0,46.0
1136020,0,"0 .. 20,000",110,5.0,136.0
1228870,0,"20,000 .. 50,000",0,0.0,7.0
1297300,0,"100,000 .. 200,000",116,10.0,87.0
970840,0,"20,000 .. 50,000",25,7.0,16.0
1205480,0,"20,000 .. 50,000",234,29.0,102.0
1050880,0,"0 .. 20,000",0,0.0,7.0
1296290,0,"0 .. 20,000",0,1.0,12.0
544920,0,"1,000,000 .. 2,000,000",333,148.0,12513.0
2236680,0,"0 .. 20,000",3,3.0,26.0
1668190,0,"0 .. 20,000",0,2.0,24.0
887450,0,"20,000 .. 50,000",157,12.0,206.0
2139460,0,"0 .. 20,000",2294,45657.0,231343.0
1931240,0,"50,000 .. 100,000",79,10.0,20.0
838110,0,"50,000 .. 100,000",211,4.0,32.0
944430,0,"0 .. 20,000",209,1.0,29.0
1378070,0,"20,000 .. 50,000",206,2.0,78.0
